,user_id,signup_month,treat,pre_spends,post_spends,age,gender,industry
166,166.0,0.0,0.0,478.5,422.44444444444446,68.0,F,Logistics
167,167.0,6.0,1.0,496.5,495.0,66.0,F,Logistics
168,168.0,0.0,0.0,464.5,420.8888888888889,34.0,F,E-commerce
169,169.0,2.0,1.0,515.5,525.8888888888889,67.0,M,E-commerce
170,,,,,,,,
171,171.0,4.0,1.0,476.0,510.1111111111111,28.0,M,E-commerce
172,172.0,0.0,0.0,494.0,431.8888888888889,20.0,F,Logistics
173,173.0,0.0,0.0,470.0,424.44444444444446,48.0,M,Logistics
174,174.0,0.0,0.0,452.0,414.55555555555554,34.0,M,Logistics
175,175.0,0.0,0.0,484.5,419.8888888888889,33.0,F,E-commerce
176,176.0,0.0,0.0,487.0,431.0,39.0,F,Logistics
177,177.0,7.0,1.0,508.0,470.3333333333333,28.0,F,Logistics
178,178.0,0.0,0.0,487.0,424.3333333333333,21.0,M,Logistics
179,179.0,9.0,1.0,503.0,448.22222222222223,21.0,F,Logistics
180,,,,,,,,
181,181.0,9.0,1.0,485.0,462.3333333333333,42.0,M,E-commerce
182,182.0,0.0,0.0,506.5,435.3333333333333,55.0,M,Logistics
183,183.0,6.0,1.0,492.0,488.8888888888889,63.0,F,Logistics
184,184.0,0.0,0.0,483.5,435.1111111111111,53.0,M,E-commerce
185,185.0,8.0,1.0,497.5,469.3333333333333,59.0,M,Logistics
186,186.0,9.0,1.0,472.0,449.0,49.0,F,Logistics
187,187.0,5.0,1.0,486.0,507.55555555555554,68.0,M,Logistics
188,188.0,0.0,0.0,472.5,421.0,47.0,F,E-commerce
189,189.0,0.0,0.0,481.5,429.0,43.0,F,E-commerce
190,,,,,,,,
191,191.0,11.0,1.0,498.0,419.6666666666667,57.0,M,E-commerce
192,192.0,0.0,0.0,490.5,418.1111111111111,58.0,F,E-commerce
193,193.0,0.0,0.0,448.0,429.3333333333333,35.0,M,E-commerce
194,194.0,0.0,0.0,517.5,423.6666666666667,30.0,M,E-commerce
195,195.0,9.0,1.0,486.0,455.1111111111111,30.0,M,Logistics
196,196.0,0.0,0.0,494.0,410.3333333333333,25.0,M,E-commerce
197,197.0,5.0,1.0,475.0,488.55555555555554,52.0,F,Logistics
198,198.0,0.0,0.0,476.0,418.0,18.0,F,E-commerce
199,199.0,0.0,0.0,470.5,431.0,21.0,F,Logistics
200,,,,,,,,
201,201.0,0.0,0.0,477.0,425.77777777777777,45.0,M,E-commerce
202,202.0,0.0,0.0,506.0,419.55555555555554,36.0,F,Logistics
203,203.0,0.0,0.0,471.0,419.44444444444446,60.0,M,Logistics
204,204.0,1.0,1.0,533.0,523.5555555555555,47.0,M,Logistics
205,205.0,0.0,0.0,470.5,422.6666666666667,54.0,F,E-commerce
206,206.0,0.0,0.0,478.0,426.3333333333333,63.0,M,E-commerce
207,207.0,0.0,0.0,478.0,431.55555555555554,29.0,M,Logistics
208,208.0,8.0,1.0,453.0,446.3333333333333,65.0,M,Logistics
209,209.0,3.0,1.0,487.0,524.3333333333334,58.0,M,E-commerce
210,,,,,,,,
211,211.0,10.0,1.0,483.5,448.0,32.0,M,Logistics
212,212.0,0.0,0.0,501.5,428.1111111111111,57.0,F,Logistics
213,213.0,10.0,1.0,462.5,438.22222222222223,38.0,F,E-commerce
214,214.0,0.0,0.0,463.5,405.6666666666667,60.0,F,E-commerce
215,215.0,0.0,0.0,490.0,424.8888888888889,23.0,M,Logistics
216,216.0,11.0,1.0,484.0,436.22222222222223,62.0,F,E-commerce
217,217.0,0.0,0.0,470.0,425.1111111111111,54.0,F,Logistics
218,218.0,7.0,1.0,475.5,480.77777777777777,21.0,F,Logistics
219,219.0,0.0,0.0,475.0,411.22222222222223,39.0,M,Logistics
220,,,,,,,,
221,221.0,4.0,1.0,473.0,511.8888888888889,51.0,F,Logistics
222,222.0,0.0,0.0,505.5,424.55555555555554,18.0,M,E-commerce
223,223.0,0.0,0.0,483.5,436.44444444444446,23.0,M,Logistics
224,224.0,2.0,1.0,493.5,511.0,28.0,M,E-commerce
225,225.0,11.0,1.0,451.5,421.3333333333333,47.0,M,Logistics
226,226.0,6.0,1.0,462.0,503.55555555555554,25.0,F,E-commerce
227,227.0,10.0,1.0,480.0,436.0,33.0,M,E-commerce
228,228.0,4.0,1.0,477.0,510.77777777777777,65.0,F,Logistics
229,229.0,1.0,1.0,542.0,511.55555555555554,61.0,F,Logistics
230,,,,,,,,
231,231.0,10.0,1.0,475.0,433.77777777777777,59.0,M,E-commerce
232,232.0,0.0,0.0,486.5,409.8888888888889,62.0,M,Logistics
233,233.0,9.0,1.0,488.5,448.1111111111111,68.0,F,Logistics
234,234.0,0.0,0.0,480.5,419.0,50.0,M,E-commerce
235,235.0,7.0,1.0,481.5,484.6666666666667,24.0,F,E-commerce
236,236.0,0.0,0.0,460.0,419.22222222222223,35.0,M,Logistics
237,237.0,8.0,1.0,481.5,461.1111111111111,30.0,F,E-commerce
238,238.0,0.0,0.0,432.0,407.6666666666667,39.0,F,Logistics
239,239.0,0.0,0.0,489.0,414.1111111111111,56.0,F,Logistics
240,,,,,,,,
241,241.0,0.0,0.0,483.0,398.6666666666667,27.0,M,Logistics
242,242.0,8.0,1.0,478.0,459.55555555555554,67.0,F,Logistics
243,243.0,0.0,0.0,495.0,414.44444444444446,58.0,F,E-commerce
244,244.0,0.0,0.0,486.0,425.6666666666667,55.0,F,Logistics
245,245.0,0.0,0.0,484.5,413.0,62.0,F,E-commerce
246,246.0,10.0,1.0,498.5,435.1111111111111,59.0,M,E-commerce
247,247.0,0.0,0.0,469.0,416.0,53.0,F,E-commerce
248,248.0,0.0,0.0,468.0,413.22222222222223,45.0,M,E-commerce
249,249.0,3.0,1.0,500.5,526.5555555555555,25.0,M,Logistics
250,,,,,,,,
251,251.0,9.0,1.0,478.5,468.44444444444446,55.0,F,Logistics
252,252.0,0.0,0.0,475.5,420.55555555555554,53.0,M,E-commerce
253,253.0,3.0,1.0,468.0,525.1111111111111,60.0,M,E-commerce
254,254.0,5.0,1.0,496.0,502.8888888888889,46.0,F,Logistics
255,255.0,0.0,0.0,474.0,428.77777777777777,35.0,F,E-commerce
256,256.0,3.0,1.0,487.0,508.6666666666667,41.0,F,Logistics
257,257.0,0.0,0.0,499.0,424.0,37.0,F,Logistics
258,258.0,0.0,0.0,492.0,421.22222222222223,46.0,M,Logistics
259,259.0,2.0,1.0,482.5,517.8888888888889,32.0,M,Logistics
260,,,,,,,,
261,261.0,11.0,1.0,476.0,433.55555555555554,67.0,F,Logistics
262,262.0,0.0,0.0,487.0,426.6666666666667,21.0,F,E-commerce
263,263.0,3.0,1.0,517.0,511.55555555555554,18.0,M,E-commerce
264,264.0,0.0,0.0,512.0,413.0,30.0,M,Logistics
265,265.0,5.0,1.0,475.5,497.44444444444446,62.0,M,Logistics
266,266.0,9.0,1.0,469.0,461.55555555555554,65.0,M,Logistics
267,267.0,0.0,0.0,491.5,411.1111111111111,36.0,F,E-commerce
268,268.0,0.0,0.0,486.0,420.3333333333333,52.0,M,E-commerce
269,269.0,0.0,0.0,487.5,430.1111111111111,65.0,F,Logistics
270,,,,,,,,
271,271.0,0.0,0.0,490.5,423.1111111111111,57.0,F,E-commerce
272,272.0,9.0,1.0,467.0,465.8888888888889,32.0,M,Logistics
273,273.0,0.0,0.0,474.5,419.1111111111111,61.0,F,E-commerce
274,274.0,0.0,0.0,516.5,417.3333333333333,54.0,M,E-commerce
275,275.0,1.0,1.0,536.0,526.7777777777778,21.0,F,E-commerce
276,276.0,6.0,1.0,493.5,498.3333333333333,58.0,F,E-commerce
277,277.0,6.0,1.0,512.5,477.22222222222223,65.0,F,E-commerce
278,278.0,1.0,1.0,533.0,524.1111111111111,48.0,F,Logistics
279,279.0,5.0,1.0,522.5,500.77777777777777,26.0,F,Logistics
280,,,,,,,,
281,281.0,1.0,1.0,541.5,530.8888888888889,49.0,F,E-commerce
282,282.0,0.0,0.0,506.0,432.22222222222223,19.0,M,E-commerce
283,283.0,0.0,0.0,505.5,408.8888888888889,62.0,M,E-commerce
284,284.0,4.0,1.0,483.5,509.44444444444446,38.0,F,E-commerce
285,285.0,0.0,0.0,483.5,424.6666666666667,57.0,M,Logistics
286,286.0,7.0,1.0,491.0,483.0,22.0,M,E-commerce
287,287.0,5.0,1.0,465.5,506.3333333333333,44.0,F,Logistics
288,288.0,6.0,1.0,476.0,485.77777777777777,41.0,F,Logistics
289,289.0,11.0,1.0,469.5,443.8888888888889,37.0,F,Logistics
290,,,,,,,,
291,291.0,0.0,0.0,474.5,421.8888888888889,31.0,M,Logistics
292,292.0,1.0,1.0,553.0,521.8888888888889,46.0,M,E-commerce
293,293.0,0.0,0.0,473.5,432.0,57.0,M,E-commerce
294,294.0,4.0,1.0,461.0,513.6666666666666,33.0,M,Logistics
295,295.0,4.0,1.0,476.0,498.1111111111111,42.0,M,E-commerce
296,296.0,10.0,1.0,509.5,424.44444444444446,68.0,F,E-commerce
297,297.0,5.0,1.0,460.0,497.0,28.0,F,Logistics
298,298.0,0.0,0.0,477.5,405.8888888888889,51.0,F,E-commerce
299,299.0,10.0,1.0,485.0,446.22222222222223,31.0,M,E-commerce
300,,,,,,,,
301,301.0,9.0,1.0,502.5,450.8888888888889,32.0,F,Logistics
302,302.0,0.0,0.0,504.0,427.8888888888889,30.0,M,E-commerce
303,303.0,0.0,0.0,500.5,422.44444444444446,53.0,F,E-commerce
304,304.0,4.0,1.0,474.5,500.44444444444446,56.0,M,E-commerce
305,305.0,10.0,1.0,491.0,443.22222222222223,23.0,F,Logistics
306,306.0,5.0,1.0,499.5,501.8888888888889,40.0,M,Logistics
307,307.0,5.0,1.0,486.5,510.1111111111111,67.0,M,E-commerce
308,308.0,6.0,1.0,488.0,481.8888888888889,20.0,M,E-commerce
309,309.0,0.0,0.0,473.5,426.55555555555554,31.0,F,Logistics
310,,,,,,,,
311,311.0,7.0,1.0,472.0,469.55555555555554,26.0,M,Logistics
312,312.0,4.0,1.0,508.0,504.6666666666667,63.0,M,E-commerce
313,313.0,9.0,1.0,469.0,463.55555555555554,23.0,M,Logistics
314,314.0,0.0,0.0,505.0,424.8888888888889,19.0,M,Logistics
315,315.0,0.0,0.0,508.5,412.8888888888889,48.0,F,E-commerce
316,316.0,0.0,0.0,486.0,410.6666666666667,22.0,M,Logistics
317,317.0,2.0,1.0,499.5,527.7777777777778,26.0,F,E-commerce
318,318.0,7.0,1.0,468.5,467.22222222222223,48.0,M,E-commerce
319,319.0,6.0,1.0,469.5,493.1111111111111,64.0,F,E-commerce
320,,,,,,,,
321,321.0,0.0,0.0,483.5,414.0,68.0,F,E-commerce
322,322.0,0.0,0.0,486.0,421.6666666666667,69.0,F,E-commerce
323,323.0,0.0,0.0,482.0,419.22222222222223,54.0,F,E-commerce
324,324.0,7.0,1.0,495.0,475.8888888888889,20.0,F,E-commerce
325,325.0,5.0,1.0,490.0,493.3333333333333,39.0,F,Logistics
326,326.0,10.0,1.0,479.5,432.0,36.0,M,Logistics
327,327.0,9.0,1.0,476.5,449.6666666666667,69.0,M,E-commerce
328,328.0,0.0,0.0,489.5,422.55555555555554,59.0,M,E-commerce
329,329.0,0.0,0.0,482.0,416.1111111111111,62.0,M,E-commerce
330,,,,,,,,
331,331.0,9.0,1.0,498.0,444.8888888888889,42.0,F,Logistics
332,332.0,8.0,1.0,501.0,463.6666666666667,66.0,F,E-commerce
333,333.0,0.0,0.0,489.5,423.77777777777777,55.0,M,Logistics
334,334.0,0.0,0.0,472.0,425.22222222222223,41.0,M,E-commerce
335,335.0,10.0,1.0,494.0,451.55555555555554,60.0,F,Logistics
336,336.0,0.0,0.0,500.0,416.22222222222223,19.0,M,E-commerce
337,337.0,0.0,0.0,502.5,421.0,46.0,M,Logistics
338,338.0,6.0,1.0,488.5,484.22222222222223,27.0,F,E-commerce
339,339.0,0.0,0.0,489.0,408.77777777777777,42.0,M,Logistics
340,,,,,,,,
341,341.0,0.0,0.0,475.5,428.44444444444446,34.0,M,E-commerce
342,342.0,0.0,0.0,453.0,423.55555555555554,44.0,M,Logistics
343,343.0,3.0,1.0,476.5,508.3333333333333,36.0,M,E-commerce
344,344.0,0.0,0.0,467.0,421.0,23.0,F,E-commerce
345,345.0,0.0,0.0,481.0,425.55555555555554,60.0,F,Logistics
346,346.0,4.0,1.0,494.0,530.1111111111111,66.0,F,Logistics
347,347.0,0.0,0.0,506.0,415.0,51.0,F,E-commerce
348,348.0,0.0,0.0,457.5,429.22222222222223,44.0,F,E-commerce
349,349.0,0.0,0.0,474.5,423.6666666666667,26.0,F,E-commerce
350,,,,,,,,
351,351.0,0.0,0.0,495.5,422.55555555555554,38.0,F,Logistics
352,352.0,7.0,1.0,496.0,484.8888888888889,57.0,F,E-commerce
353,353.0,8.0,1.0,480.5,470.0,24.0,F,Logistics
354,354.0,0.0,0.0,485.5,426.3333333333333,60.0,M,E-commerce
355,355.0,8.0,1.0,475.0,443.44444444444446,29.0,M,Logistics
356,356.0,4.0,1.0,484.5,514.3333333333334,62.0,F,E-commerce
357,357.0,0.0,0.0,482.5,420.22222222222223,62.0,F,Logistics
358,358.0,0.0,0.0,479.5,421.44444444444446,46.0,M,Logistics
359,359.0,9.0,1.0,482.5,439.0,69.0,F,Logistics
360,,,,,,,,
361,361.0,9.0,1.0,469.5,453.77777777777777,39.0,M,Logistics
362,362.0,0.0,0.0,464.0,424.55555555555554,27.0,F,E-commerce
363,363.0,0.0,0.0,479.0,424.8888888888889,50.0,M,E-commerce
364,364.0,7.0,1.0,495.0,480.44444444444446,48.0,F,E-commerce
365,365.0,5.0,1.0,484.0,489.22222222222223,39.0,M,Logistics
366,366.0,7.0,1.0,445.0,474.44444444444446,44.0,F,E-commerce
367,367.0,8.0,1.0,478.0,471.1111111111111,29.0,F,E-commerce
368,368.0,11.0,1.0,477.5,439.55555555555554,32.0,F,Logistics
369,369.0,1.0,1.0,531.5,520.5555555555555,19.0,F,Logistics
370,,,,,,,,
371,371.0,3.0,1.0,472.0,512.7777777777778,23.0,M,Logistics
372,372.0,0.0,0.0,457.0,428.55555555555554,59.0,M,Logistics
373,373.0,3.0,1.0,492.5,510.6666666666667,45.0,M,E-commerce
374,374.0,8.0,1.0,517.0,468.22222222222223,60.0,F,Logistics
375,375.0,0.0,0.0,488.0,414.6666666666667,41.0,M,Logistics
376,376.0,2.0,1.0,490.0,518.1111111111111,57.0,M,Logistics
377,377.0,0.0,0.0,472.5,405.55555555555554,54.0,M,Logistics
378,378.0,0.0,0.0,462.0,416.1111111111111,21.0,M,E-commerce
379,379.0,0.0,0.0,519.0,429.77777777777777,53.0,M,Logistics
380,,,,,,,,
381,381.0,6.0,1.0,471.5,473.3333333333333,21.0,F,E-commerce
382,382.0,0.0,0.0,463.5,409.22222222222223,21.0,M,E-commerce
383,383.0,0.0,0.0,487.5,431.22222222222223,23.0,M,E-commerce
384,384.0,0.0,0.0,468.5,428.77777777777777,59.0,M,E-commerce
385,385.0,5.0,1.0,482.5,498.44444444444446,18.0,M,Logistics
386,386.0,0.0,0.0,473.0,411.8888888888889,44.0,F,Logistics
387,387.0,1.0,1.0,501.0,527.1111111111111,39.0,M,Logistics
388,388.0,0.0,0.0,455.5,432.3333333333333,38.0,F,Logistics
389,389.0,1.0,1.0,541.5,531.2222222222222,35.0,F,E-commerce
390,,,,,,,,
391,391.0,0.0,0.0,461.5,418.8888888888889,43.0,F,E-commerce
392,392.0,3.0,1.0,484.5,524.4444444444445,66.0,M,Logistics
393,393.0,0.0,0.0,467.0,422.0,38.0,M,E-commerce
394,394.0,0.0,0.0,476.0,426.0,20.0,F,Logistics
395,395.0,3.0,1.0,482.5,517.2222222222222,66.0,M,Logistics
396,396.0,0.0,0.0,489.5,415.1111111111111,36.0,F,Logistics
397,397.0,0.0,0.0,470.0,414.22222222222223,18.0,F,E-commerce
398,398.0,0.0,0.0,474.0,426.8888888888889,51.0,F,E-commerce
399,399.0,0.0,0.0,488.5,417.3333333333333,64.0,M,Logistics
400,,,,,,,,
401,401.0,0.0,0.0,492.5,415.22222222222223,41.0,F,Logistics
402,402.0,0.0,0.0,497.0,414.3333333333333,49.0,M,E-commerce
403,403.0,8.0,1.0,485.5,471.3333333333333,52.0,F,Logistics
